prev_key,curr_key,time_delay
h,e,0.07465648651123047
e,space,0.11034560203552246
f,a,0.1651761531829834
a,c,0.21487712860107422
c,t,0.22727108001708984
t,space,0.11082983016967773
t,h,0.11891341209411621
h,a,0.06067395210266113
a,t,0.07420563697814941
e,v,0.18172502517700195
v,e,0.18364810943603516
e,n,0.1239163875579834
n,space,0.0646963119506836
m,n,0.3181779384613037
n,e,0.021926403045654297
e,n,0.19616222381591797
t,i,0.27582550048828125
i,o,0.08307194709777832
o,n,0.05598950386047363
n,i,0.20299148559570312
i,n,0.06762051582336426
n,g,0.12308335304260254
g,space,0.10304784774780273
e,i,0.10642385482788086
i,t,0.12392234802246094
t,h,0.09180974960327148
h,e,0.06091928482055664
e,r,0.07395339012145996
r,space,0.09619879722595215
o,f,0.09743094444274902
f,space,0.10007596015930176
t,h,0.09023046493530273
h,e,0.018006086349487305
e,m,0.18490314483642578
m,space,0.08575725555419922
i,n,0.08919835090637207
n,space,0.06859707832336426
t,h,0.09049248695373535
h,i,0.056804656982421875
i,s,0.1282196044921875
s,space,0.05392646789550781
r,e,0.09343552589416504
e,v,0.2000269889831543
v,i,0.15452027320861816
i,e,0.06181669235229492
e,w,0.09773516654968262
w,space,0.13039040565490723
i,s,0.08064103126525879
s,space,0.10911989212036133
a,space,0.10334420204162598
t,e,0.09021472930908203
e,s,0.14002466201782227
s,t,0.1462399959564209
t,a,0.12357234954833984
a,m,0.10544323921203613
m,e,0.10539627075195312
e,n,0.07263731956481934
n,t,0.08927798271179199
t,space,0.26074814796447754
t,o,0.08286356925964355
o,space,0.08257412910461426
h,o,0.07305216789245605
o,w,0.06545615196228027
w,space,0.08810091018676758
e,x,0.21981120109558105
x,c,0.12413263320922852
t,h,0.07682013511657715
h,e,0.06476664543151855
e,space,0.13138198852539062
f,i,0.09747529029846191
i,r,0.0897369384765625
r,s,0.1404280662536621
s,t,0.11332178115844727
t,space,0.06819725036621094
i,s,0.0792686939239502
s,space,0.11298942565917969
t,h,0.08269834518432617
h,e,0.06652259826660156
e,space,0.11324858665466309
t,o,0.08900618553161621
o,u,0.08421754837036133
u,c,0.09868788719177246
c,h,0.1207733154296875
h,p,0.14925742149353027
p,a,0.0720822811126709
a,d,0.11382508277893066
d,space,0.14737176895141602
i,t,0.17995262145996094
t,space,0.1431870460510254
i,s,0.1110372543334961
s,space,0.09579825401306152
q,u,0.13401269912719727
u,i,0.05444192886352539
i,t,0.07361507415771484
t,e,0.09256553649902344
e,space,0.10292196273803711
s,m,0.11560511589050293
m,o,0.12412571907043457
o,o,0.1520857810974121
o,t,0.15870928764343262
t,h,0.10114836692810059
h,space,0.07112240791320801
a,n,0.12146329879760742
n,d,0.055139780044555664
d,space,0.12364602088928223
r,o,0.06864762306213379
o,o,0.14805102348327637
o,m,0.1505424976348877
m,y,0.2676701545715332
y,space,0.06807589530944824
a,n,0.10175228118896484
n,d,0.06476187705993652
d,space,0.13810396194458008
h,a,0.09399771690368652
a,n,0.10211873054504395
n,d,0.06411910057067871
d,l,0.16695475578308105
l,e,0.16191673278808594
e,s,0.12387800216674805
s,space,0.1157681941986084
s,c,0.26150965690612793
c,r,0.23187494277954102
r,o,0.13867878913879395
o,l,0.19221782684326172
l,l,0.15860557556152344
l,i,0.12419581413269043
i,n,0.08008694648742676
n,g,0.06666684150695801
g,space,0.1199941635131836
a,n,0.0790095329284668
n,d,0.07905697822570801
d,space,0.10652685165405273
g,e,0.15347504615783691
e,s,0.14083456993103027
s,t,0.12006187438964844
t,u,0.12421107292175293
u,r,0.06423354148864746
r,e,0.056767940521240234
e,s,0.12181282043457031
s,space,0.15019822120666504
j,u,0.21792125701904297
u,s,0.08277511596679688
s,t,0.10786032676696777
t,space,0.06406712532043457
f,i,0.12297272682189941
i,n,0.05818772315979004
n,e,0.07810854911804199
e,space,0.12792682647705078
b,u,0.11604595184326172
u,t,0.13387751579284668
t,space,0.08449697494506836
i,t,0.08663463592529297
t,space,0.10924553871154785
i,s,0.1226356029510498
s,space,0.08974695205688477
n,o,0.08204507827758789
o,t,0.08795833587646484
t,e,0.12122488021850586
a,b,0.09588479995727539
l,y,0.32980775833129883
y,space,0.07056021690368652
t,h,0.10694742202758789
h,e,0.06693601608276367
e,space,0.12841463088989258
p,r,0.04159379005432129
r,e,0.11199474334716797
e,s,0.16322779655456543
s,s,0.17525148391723633
s,space,0.1395266056060791
r,e,0.09410285949707031
e,q,0.14543581008911133
q,u,0.1503767967224121
u,i,0.05238747596740723
i,r,0.03200078010559082
r,e,0.08373045921325684
e,d,0.20306706428527832
d,space,0.25501418113708496
t,o,0.12498903274536133
o,space,0.08369326591491699
p,h,0.20201921463012695
h,y,0.19289493560791016
y,s,0.14041852951049805
s,i,0.1249547004699707
i,c,0.09479522705078125
c,a,0.1629624366760254
a,l,0.08646225929260254
l,l,0.1460115909576416
l,y,0.17609310150146484
y,space,0.06267976760864258
c,l,0.08516621589660645
l,i,0.09453654289245605
i,k,0.18484187126159668
k,c,0.03431868553161621
c,space,0.3876829147338867
i,s,0.11044049263000488
s,space,0.09704947471618652
f,i,0.1015634536743164
i,r,0.12231230735778809
shift,I,0.07026958465576172
I,space,0.08426332473754883
e,n,0.0842592716217041
n,e,0.10138487815856934
e,d,0.17661809921264648
d,e,0.20989680290222168
e,d,0.1795356273651123
d,space,0.09776568412780762
u,p,0.09848618507385254
p,space,0.10203385353088379
d,o,0.13185930252075195
o,i,0.06806516647338867
i,n,0.08377552032470703
n,g,0.08676266670227051
g,space,0.10061907768249512
i,t,0.1653430461883545
t,space,0.13891196250915527
w,i,0.12505078315734863
i,t,0.11319804191589355
t,h,0.09893083572387695
h,space,0.07418704032897949
m,y,0.2550039291381836
y,space,0.07712888717651367
t,h,0.06262898445129395
h,u,0.19313621520996094
u,m,0.20006608963012695
m,b,0.10530924797058105
b,space,0.15199565887451172
m,o,0.12227129936218262
o,s,0.09564685821533203
s,t,0.10044264793395996
t,space,0.07184123992919922
o,f,0.10043048858642578
f,space,0.07732558250427246
t,h,0.0670008659362793
h,e,0.07801270484924316
e,space,0.1107485294342041
t,i,0.07975292205810547
i,m,0.12832975387573242
m,e,0.09621167182922363
e,space,0.10894107818603516
o,n,0.08139657974243164
n,space,0.08159947395324707
t,h,0.10901069641113281
h,e,0.0760495662689209
e,space,0.14794349670410156
l,i,0.07078242301940918
i,k,0.16691207885742188
k,e,0.05986738204956055
e,s,0.12555599212646484
s,space,0.08904361724853516
o,f,0.09382510185241699
f,space,0.11016345024108887
t,h,0.10714936256408691
h,e,0.03873634338378906
e,space,0.14946269989013672
d,e,0.227524995803833
e,l,0.07820987701416016
l,l,0.2003161907196045
l,space,0.1158602237701416
c,l,0.11433815956115723
l,i,0.10289740562438965
i,c,0.08633136749267578
c,k,0.11846232414245605
k,i,0.17835521697998047
i,n,0.0388188362121582
n,g,0.09253883361816406
g,space,0.12846994400024414
w,i,0.10094213485717773
i,t,0.11399030685424805
t,h,0.04999279975891113
h,space,0.06483221054077148
a,space,0.13833832740783691
f,i,0.13200068473815918
i,n,0.049001216888427734
n,g,0.061920881271362305
g,e,0.16089224815368652
e,r,0.0739600658416748
r,space,0.05901646614074707
i,s,0.09032249450683594
s,space,0.10332417488098145
m,u,0.23494839668273926
u,c,0.08300089836120605
c,h,0.1413893699645996
h,space,0.071380615234375
l,e,0.07898736000061035
e,s,0.13446640968322754
s,s,0.17156481742858887
s,space,0.12089753150939941
o,f,0.07612395286560059
f,space,0.12170219421386719
a,space,0.11567354202270508
c,h,0.0809788703918457
h,o,0.06802535057067871
o,r,0.09673333168029785
r,e,0.09998917579650879
,n,0.38344359397888184
n,d,0.16210532188415527
d,l,0.13858795166015625
l,y,0.16303086280822754
y,space,0.06581544876098633
b,l,0.1357884407043457
l,o,0.16713738441467285
o,a,0.15055108070373535
a,t,0.11497879028320312
t,w,0.18456721305847168
w,a,0.18665194511413574
a,r,0.07559347152709961
r,e,0.07598066329956055
e,space,0.14828872680664062
t,h,0.09202361106872559
h,e,0.07669687271118164
e,r,0.10686898231506348
r,e,0.1322765350341797
e,space,0.16737103462219238
a,r,0.05663585662841797
r,e,0.08487367630004883
e,space,0.08405137062072754
n,u,0.21833205223083496
u,m,0.16400957107543945
m,b,0.07158350944519043
b,e,0.1800706386566162
e,r,0.06984162330627441
r,space,0.11310338973999023
o,f,0.07865142822265625
f,space,0.1045231819152832
j,u,0.18125653266906738
u,n,0.1789095401763916
n,k,0.08186650276184082
k,space,0.12531661987304688
p,r,0.23843836784362793
r,o,0.09543156623840332
o,g,0.1275806427001953
g,r,0.15741944313049316
r,a,0.10227537155151367
a,m,0.10553216934204102
m,s,0.11138725280761719
s,space,0.11788558959960938
p,r,0.043897390365600586
r,e,0.09175753593444824
e,o,0.1182403564453125
l,o,0.26171875
o,a,0.10310745239257812
a,d,0.08677148818969727
d,e,0.1865830421447754
e,d,0.1626570224761963
d,space,0.10000419616699219
i,n,0.0724785327911377
n,t,0.07979297637939453
t,o,0.3267173767089844
o,space,0.16170668601989746
t,h,0.12760353088378906
h,e,0.06399059295654297
e,space,0.1750020980834961
s,p,0.1315326690673828
p,e,0.10585165023803711
e,c,0.17457985877990723
c,t,0.20574545860290527
t,r,0.16264605522155762
r,e,0.03194427490234375
e,space,0.17148804664611816
a,n,0.11181139945983887
n,d,0.07383370399475098
d,space,0.12132477760314941
s,e,0.09093856811523438
e,v,0.21486282348632812
v,e,0.18622875213623047
e,r,0.11252498626708984
r,a,0.06922459602355957
a,l,0.11972212791442871
l,space,0.09088253974914551
p,r,0.11506891250610352
r,i,0.13092994689941406
i,n,0.09599900245666504
n,n,0.1554555892944336
n,e,0.1223001480102539
e,d,0.22236871719360352
d,space,0.10840034484863281
t,o,0.15618634223937988
o,space,0.08520293235778809
t,h,0.11870026588439941
h,e,0.008931398391723633
e,space,0.19438433647155762
t,a,0.12902379035949707
a,s,0.07868075370788574
s,k,0.1871490478515625
k,b,0.18980193138122559
b,a,0.23525357246398926
a,r,0.09835934638977051
r,space,0.09272074699401855
d,r,0.20872783660888672
r,o,0.09244585037231445
o,p,0.06857013702392578
p,b,0.11395692825317383
b,o,0.1395282745361328
o,x,0.11182999610900879
x,space,0.1199951171875
a,n,0.09948515892028809
n,d,0.06488347053527832
d,space,0.11652565002441406
n,e,0.07318615913391113
e,t,0.15720868110656738
t,f,0.16993308067321777
f,l,0.09388351440429688
l,i,0.08020162582397461
i,x,0.07781004905700684
x,space,0.1465919017791748
a,r,0.07284235954284668
r,e,0.0712134838104248
e,space,0.09763121604919434
a,l,0.13345909118652344
l,l,0.14952445030212402
l,space,0.19368290901184082
o,n,0.11675810813903809
n,space,0.08578157424926758
h,e,0.07689762115478516
e,r,0.08103108406066895
r,e,0.1301102638244629
e,space,0.13529062271118164
a,n,0.10447382926940918
n,d,0.07920694351196289
d,space,0.13357067108154297
shift,I,0.09445858001708984
I,space,0.05356001853942871
g,o,0.10638880729675293
o,t,0.15164446830749512
t,space,0.1553809642791748
a,l,0.11967182159423828
l,l,0.14607977867126465
l,space,0.09469175338745117
k,i,0.17859935760498047
i,n,0.05204892158508301
n,d,0.0627298355102539
d,s,0.09347128868103027
s,space,0.14789438247680664
o,f,0.1096198558807373
f,space,0.11386823654174805
n,o,0.08086395263671875
o,t,0.17801165580749512
t,i,0.12228631973266602
i,f,0.08683514595031738
f,i,0.09722495079040527
i,c,0.10698914527893066
c,a,0.1888275146484375
a,t,0.08309006690979004
t,i,0.01748180389404297
i,o,0.06412053108215332
o,n,0.0377197265625
n,s,0.0722970962524414
s,space,0.12708544731140137
f,r,0.20703887939453125
r,o,0.07303500175476074
o,m,0.12038588523864746
m,space,0.10295844078063965
t,h,0.13755536079406738
h,e,0.10871291160583496
e,m,0.08915162086486816
m,space,0.09166836738586426
c,r,0.20731377601623535
r,a,0.13683366775512695
a,t,0.09800219535827637
t,s,0.1360609531402588
s,space,0.16113734245300293
a,r,0.06672835350036621
r,e,0.07265710830688477
e,space,0.09647893905639648
e,x,0.1510004997253418
x,p,0.14317941665649414
p,e,0.12853264808654785
e,c,0.2179703712463379
c,t,0.19508910179138184
t,e,0.10399794578552246
e,d,0.17546868324279785
d,space,0.10562348365783691
t,o,0.10411834716796875
o,space,0.09011244773864746
s,c,0.20119237899780273
c,a,0.16198968887329102
a,p,0.17699742317199707
p,r,0.09799957275390625
r,space,0.19316434860229492
f,a,0.1686553955078125
a,m,0.22140049934387207
m,i,0.0986185073852539
i,l,0.08150982856750488
l,y,0.23097515106201172
y,space,0.07317519187927246
a,n,0.09255123138427734
n,d,0.06277823448181152
d,space,0.1067361831665039
m,e,0.0753178596496582
e,d,0.17320656776428223
d,i,0.08246731758117676
i,c,0.12851309776306152
c,a,0.10836195945739746
a,l,0.08205842971801758
l,space,0.08307170867919922
l,e,0.09084963798522949
e,a,0.18223953247070312
a,v,0.10444831848144531
v,e,0.17009639739990234
e,space,0.11543846130371094
f,r,0.1806180477142334
r,o,0.06597328186035156
o,m,0.14005279541015625
m,space,0.06618118286132812
t,h,0.13217782974243164
h,e,0.024988889694213867
e,i,0.24202227592468262
i,r,0.07671523094177246
r,space,0.10152959823608398
c,o,0.10495638847351074
o,n,0.07380342483520508
n,r,0.25141429901123047
r,n,0.28904080390930176
n,e,0.13078737258911133
e,r,0.08130931854248047
r,s,0.2027149200439453
s,t,0.11793851852416992
t,o,0.14620709419250488
o,n,0.0702657699584961
n,e,0.07026052474975586
e,space,0.09735560417175293
e,c,0.20440292358398438
c,o,0.07756185531616211
o,n,0.07167267799377441
o,m,0.30748486518859863
m,i,0.08671116828918457
i,c,0.0846705436706543
c,space,0.15108633041381836
a,n,0.09543824195861816
n,d,0.0635232925415039
d,space,0.1107337474822998
c,l,0.07732081413269043
l,i,0.08733630180358887
i,m,0.08082222938537598
m,a,0.09307599067687988
a,t,0.0655524730682373
t,e,0.10735821723937988
e,space,0.10275125503540039
p,a,0.13796186447143555
a,c,0.15386176109313965
c,k,0.11983346939086914
k,a,0.10479736328125
a,g,0.06926894187927246
g,e,0.16115546226501465
e,space,0.13596463203430176
d,i,0.10302424430847168
i,c,0.2531747817993164
d,i,0.14702391624450684
i,s,0.0710296630859375
s,c,0.15841317176818848
c,a,0.18225479125976562
a,r,0.07799839973449707
r,d,0.17000889778137207
d,i,0.14081168174743652
i,n,0.0719914436340332
n,g,0.06869745254516602
g,space,0.12505578994750977
o,n,0.07975482940673828
n,e,0.03817272186279297
e,space,0.12244582176208496
o,f,0.09264373779296875
f,space,0.10026907920837402
t,e,0.10239267349243164
e,h,0.001981973648071289
h,space,0.17900419235229492
c,e,0.19190692901611328
e,n,0.07564687728881836
n,t,0.12331295013427734
t,r,0.14924025535583496
a,l,0.08154916763305664
l,space,0.1087501049041748
p,o,0.12407326698303223
o,i,0.07665729522705078
i,n,0.09327101707458496
n,t,0.09482860565185547
t,space,0.34951186180114746
o,f,0.16226696968078613
f,space,0.1315934658050537
p,r,0.08340144157409668
r,e,0.10199856758117676
e,s,0.13319110870361328
s,i,0.16341352462768555
i,d,0.0689241886138916
d,e,0.17113947868347168
e,n,0.05084562301635742
n,t,0.17940115928649902
t,space,0.1844010353088379
j,o,0.08905386924743652
o,e,0.07833194732666016
e,space,0.1244657039642334
b,i,0.10526394844055176
i,d,0.11397886276245117
d,e,0.1548480987548828
e,n,0.11409735679626465
n,',0.12263059616088867
',s,0.19956707954406738
s,space,0.15467166900634766
p,r,0.19897890090942383
r,o,0.09815382957458496
o,p,0.08313965797424316
p,o,0.15522074699401855
o,s,0.12330245971679688
s,a,0.2000102996826172
a,l,0.08516693115234375
l,space,0.10902523994445801
e,y,0.08716869354248047
y,space,0.08433365821838379
s,c,0.16800427436828613
c,r,0.21826648712158203
r,a,0.12174272537231445
a,m,0.0838778018951416
m,b,0.10786938667297363
b,l,0.16105222702026367
l,e,0.09812808036804199
e,space,0.1269826889038086
t,o,0.12462258338928223
o,space,0.08957529067993164
s,t,0.10663723945617676
t,r,0.17718219757080078
r,i,0.07199406623840332
i,k,0.17257165908813477
k,e,0.0594940185546875
e,space,0.09522056579589844
a,space,0.11581206321716309
d,e,0.15555429458618164
e,a,0.21385884284973145
a,l,0.12292075157165527
l,space,0.09344673156738281
w,i,0.1387317180633545
i,t,0.09061932563781738
t,h,0.09368681907653809
h,space,0.05952954292297363
h,o,0.11338996887207031
o,l,0.22714638710021973
l,d,0.08605122566223145
d,o,0.1699204444885254
o,u,0.09801554679870605
u,t,0.12151384353637695
t,space,0.11132359504699707
s,e,0.11333394050598145
e,n,0.08255147933959961
n,s,0.1067514419555664
s,a,0.17177128791809082
a,t,0.1244802474975586
t,space,0.39198923110961914
s,e,0.11340951919555664
e,n,0.15224814414978027
n,a,0.09254574775695801
a,t,0.08901596069335938
t,o,0.12870097160339355
o,r,0.09996294975280762
r,s,0.14745116233825684
s,space,0.16020464897155762
a,c,0.20566606521606445
c,c,0.17443466186523438
c,o,0.15270400047302246
o,r,0.08837342262268066
r,d,0.1424098014831543
d,i,0.08940434455871582
i,n,0.09170770645141602
n,g,0.0431208610534668
g,space,0.15121698379516602
t,o,0.09693408012390137
o,space,0.08103394508361816
m,u,0.21486544609069824
u,l,0.1200411319732666
l,t,0.11318397521972656
t,i,0.0649876594543457
i,p,0.1247100830078125
p,l,0.1588749885559082
l,e,0.09901666641235352
e,space,0.10994625091552734
p,e,0.20084524154663086
e,o,0.033444881439208984
o,p,0.11853718757629395
p,l,0.15532445907592773
l,e,0.12447166442871094
e,space,0.19034790992736816
f,a,0.12482213973999023
a,m,0.08295488357543945
m,i,0.0940709114074707
i,l,0.08174872398376465
l,i,0.15245985984802246
i,a,0.20925140380859375
a,r,0.08293366432189941
r,space,0.15447664260864258
w,i,0.13512969017028809
i,t,0.09847187995910645
t,h,0.08448219299316406
h,space,0.07869553565979004
t,e,0.14021515846252441
e,h,0.0020029544830322266
h,space,0.19829702377319336
t,a,0.1054222583770752
a,l,0.10751056671142578
l,k,0.09809517860412598
k,s,0.08243989944458008
s,space,0.19778752326965332
t,h,0.06635713577270508
h,e,0.0825197696685791
e,space,0.1149911880493164
p,l,0.16250157356262207
l,a,0.08890628814697266
a,n,0.11286044120788574
n,',0.16154217720031738
',s,0.1833350658416748
s,space,0.13717007637023926
s,u,0.17458319664001465
u,r,0.0913701057434082
r,v,0.39549803733825684
v,i,0.1624443531036377
i,v,0.08005332946777344
v,a,0.19813895225524902
a,l,0.11005282402038574
l,space,0.09743857383728027
h,a,0.04842352867126465
a,s,0.0694131851196289
s,space,0.13323736190795898
b,e,0.1970531940460205
e,e,0.1694333553314209
e,n,0.15491557121276855
n,space,0.08298635482788086
i,n,0.0886697769165039
n,space,0.07545590400695801
q,u,0.12553811073303223
u,e,0.09349560737609863
e,s,0.1737372875213623
s,t,0.08624410629272461
t,i,0.07605457305908203
i,o,0.07542705535888672
o,n,0.04697060585021973
n,space,0.08281636238098145
f,o,0.10606193542480469
o,r,0.08152198791503906
r,space,0.08530259132385254
s,e,0.10989069938659668
e,v,0.22862648963928223
v,e,0.16495776176452637
e,r,0.1170198917388916
r,a,0.11241912841796875
a,l,0.11007499694824219
l,space,0.06437349319458008
d,a,0.20267534255981445
a,y,0.19551610946655273
y,s,0.08437299728393555
s,space,0.12508869171142578
d,u,0.0997161865234375
u,e,0.10709285736083984
t,h,0.11922430992126465
h,a,0.08851122856140137
a,t,0.09088516235351562
t,space,0.11544489860534668
h,a,0.0859987735748291
a,s,0.06820321083068848
s,space,0.13435792922973633
n,o,0.09150815010070801
o,t,0.07233166694641113
t,space,0.10431623458862305
s,u,0.10812044143676758
u,c,0.08429121971130371
c,e,0.24240875244140625
e,e,0.1637279987335205
e,d,0.21745657920837402
d,e,0.20052123069763184
e,d,0.1708390712738037
d,space,0.13010907173156738
o,n,0.0764913558959961
n,e,0.1038370132446289
e,space,0.1112823486328125
o,f,0.07235527038574219
f,space,0.12065267562866211
t,h,0.10381603240966797
h,e,0.0526735782623291
e,space,0.16326403617858887
p,e,0.16202020645141602
e,o,0.0769045352935791
o,p,0.05315852165222168
p,l,0.14913344383239746
l,e,0.09276890754699707
e,space,0.13012099266052246
s,a,0.18703103065490723
a,i,0.13209986686706543
i,d,0.08294105529785156
d,space,0.12792491912841797
p,r,0.0874168872833252
r,o,0.11357378959655762
o,m,0.08193540573120117
m,p,0.13884353637695312
p,t,0.18491411209106445
t,i,0.08818221092224121
i,n,0.08110165596008301
n,g,0.0889594554901123
g,space,0.16683578491210938
d,right shift,0.09451603889465332
e,m,0.13189435005187988
m,o,0.08854985237121582
o,c,0.09449315071105957
c,r,0.22926688194274902
r,a,0.1413564682006836
a,t,0.08785867691040039
t,s,0.1643064022064209
s,space,0.14159822463989258
t,o,0.07213211059570312
o,space,0.08089256286621094
p,u,0.10239076614379883
u,s,0.14781618118286133
s,h,0.11299467086791992
h,space,0.09467530250549316
i,t,0.14454126358032227
t,space,0.05787348747253418
o,u,0.10105514526367188
u,t,0.09629368782043457
t,space,0.1432361602783203
o,f,0.09278678894042969
f,space,0.1041417121887207
t,h,0.050644636154174805
h,e,0.034569501876831055
e,space,0.16069984436035156
p,a,0.08047246932983398
a,c,0.23558688163757324
c,k,0.1027061939239502
k,a,0.11087799072265625
a,g,0.0630958080291748
g,e,0.1461644172668457
e,space,0.15160346031188965
a,s,0.1481916904449463
s,space,0.16501212120056152
t,h,0.1289515495300293
h,e,0.07948470115661621
e,y,0.1586925983428955
y,space,0.04593014717102051
s,e,0.14240121841430664
e,e,0.18076586723327637
e,k,0.13436055183410645
k,space,0.09882998466491699
t,o,0.11565184593200684
o,space,0.09735584259033203
s,c,0.14804625511169434
c,a,0.1609480381011963
a,l,0.06420207023620605
l,e,0.10511064529418945
e,space,0.08360600471496582
b,a,0.1820206642150879
a,c,0.11829900741577148
c,k,0.16330432891845703
k,space,0.04658627510070801
t,h,0.08999347686767578
h,e,0.03082418441772461
e,space,0.1414945125579834
p,r,0.1006782054901123
r,o,0.05686783790588379
o,p,0.08904480934143066
p,s,0.25304508209228516
s,l,0.18854570388793945
l,a,0.1120305061340332
a,',0.3063468933105469
',space,0.15181899070739746
m,a,0.15603256225585938
a,n,0.23726463317871094
n,c,0.12595224380493164
c,h,0.13886237144470215
h,i,0.08239436149597168
i,n,0.11837959289550781
n,g,0.09035253524780273
g,space,0.12398481369018555
m,a,0.11880779266357422
a,d,0.1828007698059082
d,e,0.19128870964050293
e,space,0.1602189540863037
i,t,0.12125158309936523
t,space,0.1257154941558838
c,l,0.11375927925109863
l,e,0.12122440338134766
e,a,0.09235501289367676
a,r,0.10361695289611816
r,space,0.09407162666320801
h,e,0.037133216857910156
e,space,0.1556394100189209
w,o,0.08734345436096191
o,u,0.08187055587768555
u,l,0.16853094100952148
l,d,0.08287882804870605
d,space,0.15190649032592773
n,o,0.09769105911254883
o,t,0.08752679824829102
b,u,0.13150930404663086
u,t,0.11059689521789551
t,space,0.08251643180847168
e,a,0.13658833503723145
a,c,0.17914533615112305
c,h,0.10413718223571777
h,space,0.0687265396118164
m,o,0.06448101997375488
o,v,0.10068511962890625
v,e,0.14170575141906738
e,space,0.11734390258789062
t,o,0.14082670211791992
o,w,0.05452919006347656
w,a,0.2060565948486328
a,r,0.021854639053344727
r,d,0.18124961853027344
d,space,0.15438628196716309
m,a,0.09624361991882324
a,n,0.16257786750793457
n,c,0.11465096473693848
c,h,0.1509103775024414
h,i,0.06311774253845215
i,n,0.13054418563842773
n,space,0.1312713623046875
a,l,0.07436132431030273
l,s,0.13460993766784668
s,o,0.1164255142211914
o,space,0.08856749534606934
r,i,0.19083404541015625
i,s,0.11557674407958984
s,k,0.1139373779296875
k,s,0.19792771339416504
s,space,0.22843384742736816
a,l,0.08009743690490723
l,i,0.08155584335327148
i,e,0.09890604019165039
e,n,0.11149168014526367
n,a,0.3785746097564697
a,t,0.10783696174621582
t,i,0.10265016555786133
i,n,0.06981897354125977
n,g,0.08942222595214844
g,space,0.1351780891418457
p,r,0.061307668685913086
r,o,0.14413118362426758
o,g,0.08153915405273438
g,r,0.1895148754119873
r,e,0.07065391540527344
e,s,0.10603094100952148
s,s,0.20980238914489746
s,i,0.12853455543518066
i,v,0.07483053207397461
v,e,0.2068803310394287
e,s,0.10201787948608398
s,space,0.1636800765991211
a,n,0.09009647369384766
n,d,0.06343317031860352
d,space,0.10648179054260254
r,space,0.3610115051269531
d,r,0.1714153289794922
r,o,0.06011819839477539
o,p,0.1188039779663086
p,p,0.19897866249084473
p,i,0.1922903060913086
i,n,0.0888068675994873
n,g,0.04863548278808594
g,space,0.11734986305236816
p,a,0.07184863090515137
a,i,0.1480097770690918
i,d,0.10764074325561523
d,space,0.0820608139038086
l,e,0.10857439041137695
e,a,0.12795400619506836
a,v,0.11936330795288086
v,e,0.16302227973937988
e,space,0.12886762619018555
w,h,0.08086180686950684
h,i,0.07820010185241699
i,c,0.16810917854309082
c,h,0.07683491706848145
h,space,0.0826256275177002
a,s,0.06545019149780273
s,space,0.2836153507232666
h,a,0.09647250175476074
a,s,0.05485725402832031
s,space,0.12842106819152832
b,e,0.18262624740600586
e,e,0.16118168830871582
e,n,0.10547161102294922
n,space,0.09203839302062988
v,i,0.12775826454162598
i,e,0.09382820129394531
e,w,0.10058784484863281
w,e,0.13631463050842285
e,d,0.24236822128295898
d,space,0.1318356990814209
a,s,0.055620670318603516
s,space,0.12524199485778809
a,space,0.1228632926940918
c,o,0.17780518531799316
o,r,0.12092971801757812
r,n,0.1407146453857422
n,e,0.0346834659576416
e,r,0.10258626937866211
r,s,0.19839262962341309
s,t,0.16493988037109375
t,o,0.11478590965270996
o,n,0.08880233764648438
n,e,0.12790846824645996
e,space,0.1430058479309082
o,space,0.24352383613586426
f,space,0.2694113254547119
t,h,0.09082865715026855
h,e,0.0639498233795166
e,space,0.10016846656799316
p,r,0.09087395668029785
r,o,0.10677433013916016
o,p,0.05900073051452637
p,o,0.29517054557800293
o,s,0.12465262413024902
s,a,0.16565585136413574
a,l,0.03599381446838379
l,space,0.1042633056640625
h,e,0.0559542179107666
e,space,0.1528480052947998
h,a,0.1400763988494873
a,s,0.06485748291015625
s,n,0.11489343643188477
n,',0.10079646110534668
',t,0.15285301208496094
t,space,0.11569857597351074
s,i,0.09698295593261719
i,g,0.10806512832641602
g,n,0.09895515441894531
n,e,0.053462982177734375
e,d,0.18172526359558105
d,space,0.04481983184814453
o,f,0.07591915130615234
f,f,0.2068636417388916
f,space,0.1598811149597168
o,n,0.11960434913635254
n,space,0.09965920448303223
m,y,0.2136211395263672
y,space,0.08559727668762207
r,e,0.11009693145751953
e,c,0.22963666915893555
w,h,0.12071108818054199
h,i,0.07187294960021973
i,t,0.0813753604888916
t,e,0.10747885704040527
e,space,0.11231327056884766
h,o,0.15023159980773926
o,u,0.10182595252990723
u,s,0.04979968070983887
s,e,0.07027602195739746
e,space,0.15444231033325195
o,f,0.1069185733795166
f,f,0.16792988777160645
f,i,0.18888473510742188
i,c,0.052614450454711914
c,i,0.14023733139038086
i,a,0.0768735408782959
a,l,0.10508275032043457
l,s,0.1145021915435791
s,space,0.13912320137023926
h,a,0.062134742736816406
a,v,0.1712665557861328
v,e,0.19205260276794434
e,space,0.12797284126281738
w,a,0.17267632484436035
a,r,0.06779265403747559
r,e,0.13429713249206543
e,n,0.08215093612670898
n,d,0.1663203239440918
d,space,0.1771531105041504
f,o,0.11776542663574219
o,r,0.11342644691467285
r,space,0.0893862247467041
s,e,0.11393904685974121
e,v,0.24655771255493164
v,e,0.16953730583190918
e,r,0.11513590812683105
r,a,0.09877467155456543
a,l,0.09836220741271973
l,space,0.08977937698364258
d,a,0.14353108406066895
a,y,0.09937286376953125
y,s,0.11685872077941895
s,space,0.13831853866577148
t,h,0.08992695808410645
h,a,0.08309197425842285
