prev_finger,curr_finger,time_delay
LI,RI,0.1149451732635498
RI,RR,0.16503524780273438
RR,RR,0.14396047592163086
RR,RT,0.1119999885559082
RI,LM,0.08204293251037598
LM,LP,0.10201501846313477
LP,LR,0.10494184494018555
LR,RI,0.22099947929382324
RI,LI,0.09699845314025879
LI,LM,0.08299899101257324
LM,RT,0.12200188636779785
RR,LI,0.08803820610046387
LI,RT,0.0959618091583252
LM,LM,0.1620008945465088
LM,LI,0.14752840995788574
LI,LM,0.21100068092346191
LM,RR,0.13100004196166992
RR,RM,0.14999914169311523
RM,LM,0.24303579330444336
LM,LI,0.21649813652038574
LI,LM,0.21200037002563477
LM,LM,0.18805551528930664
LM,RT,0.0999441146850586
LI,RR,0.10000061988830566
RR,RT,0.09299945831298828
LI,LM,0.17304229736328125
LM,RT,0.11595797538757324
LI,RI,0.1319580078125
RI,LM,0.05203509330749512
LM,RT,0.1309647560119629
LR,LM,0.17899608612060547
LM,LM,0.21405935287475586
LM,RR,0.0919804573059082
RR,RI,0.06896281242370605
RI,LM,0.08299612998962402
LM,RT,0.10600423812866211
LM,LI,0.1659996509552002
LI,LP,0.14406156539916992
LP,LI,0.09993839263916016
LI,LI,0.20800352096557617
LI,RT,0.10200071334838867
RR,LI,0.0930018424987793
LI,RT,0.11200189590454102
LI,RI,0.09304070472717285
RI,LM,0.08195924758911133
LM,RT,0.1060020923614502
LR,RP,0.14397907257080078
RP,LM,0.09696578979492188
LM,LM,0.17400074005126953
LM,LM,0.22800278663635254
LM,RI,0.13905596733093262
RI,RT,0.0949399471282959
RP,LI,0.10596156120300293
LI,LM,0.07400369644165039
LM,LR,0.14099788665771484
LR,RM,0.22800135612487793
RM,LM,0.0810556411743164
LM,LM,0.18994474411010742
LM,RI,0.11699938774108887
RI,LI,0.08603739738464355
LI,RT,0.1019599437713623
RR,RM,0.132004976272583
RM,RI,0.10093927383422852
RI,LM,0.15700173377990723
LM,RR,0.0800018310546875
RR,RR,0.20100021362304688
RR,RI,0.11005401611328125
RI,RT,0.10199856758117676
LI,LP,0.18204021453857422
LP,LI,0.10001754760742188
LI,LM,0.17599892616271973
LM,RT,0.1399831771850586
LI,RI,0.08200287818908691
RI,RM,0.06801223754882812
RM,LR,0.11298322677612305
LR,RT,0.09705638885498047
LM,RR,0.07103085517883301
RR,RP,0.10096597671508789
RP,RI,0.11999940872192383
RI,RT,0.08305191993713379
LI,RR,0.06400418281555176
RR,RT,0.11999630928039551
RI,RR,0.12600350379943848
RR,RI,0.1289994716644287
RI,RI,0.19099736213684082
RI,RT,0.12003779411315918
RI,LP,0.13106942176818848
LP,RI,0.1109316349029541
RI,RT,0.07700300216674805
LP,RT,0.11500167846679688
LR,RI,0.11099791526794434
RI,RM,0.07104015350341797
RM,LI,0.1189584732055664
LI,LM,0.08404040336608887
LM,RT,0.13296294212341309
RI,RR,0.14600157737731934
RR,RI,0.09203553199768066
RI,LR,0.11396098136901855
LR,LM,0.06300115585327148
LM,RT,0.18205642700195312
LP,LR,0.08896112442016602
LR,LR,0.19300103187561035
LR,RM,0.1119990348815918
RM,LR,0.12400341033935547
LR,LI,0.12099671363830566
LI,LP,0.18704009056091309
LP,RI,0.051015377044677734
RI,LI,0.121002197265625
LI,RT,0.08194518089294434
RI,LP,0.11995434761047363
LP,RI,0.1600351333618164
RI,RT,0.07701921463012695
LP,LM,0.148054838180542
LM,LM,0.17936944961547852
LM,RR,0.07100129127502441
RR,RI,0.09999871253967285
RI,RP,0.10200166702270508
RP,LP,0.13403630256652832
LP,RI,0.087005615234375
RI,RM,0.08995842933654785
RM,LM,0.1009979248046875
LM,LM,0.1679987907409668
LM,RT,0.11700439453125
RR,RM,0.1249997615814209
RM,RI,0.09293961524963379
RI,LM,0.06005501747131348
LM,RR,0.15494918823242188
RR,RR,0.16799712181091309
RR,RI,0.14105701446533203
RI,RT,0.13794469833374023
LI,RR,0.10093927383422852
