prev_finger,curr_finger,time_delay
LI,RI,0.0859987735748291
RI,LM,0.057702064514160156
LM,RT,0.11975860595703125
RI,RI,0.17545223236083984
RI,RM,0.08792638778686523
RM,LI,0.034244537353515625
LI,LM,0.17682933807373047
LM,LI,0.07150387763977051
LI,LR,0.14674019813537598
LR,RM,0.1100165843963623
RM,LI,0.12446975708007812
LI,RI,0.1094670295715332
RI,RT,0.09083247184753418
RR,LI,0.11028861999511719
LI,RT,0.06195688247680664
LR,LP,0.14770126342773438
LP,LR,0.0692143440246582
LR,RI,0.0738372802734375
RI,RM,0.08498811721801758
RM,RI,0.10794615745544434
RI,LI,0.09405970573425293
LI,LI,0.18516254425048828
LI,RR,0.06542634963989258
RR,RI,0.08973097801208496
RI,RT,0.08473849296569824
LP,RI,0.1394944190979004
RI,LM,0.13463878631591797
LM,RT,0.12575149536132812
LP,RT,0.10807299613952637
LR,LM,0.1392815113067627
LM,RI,0.14737844467163086
RI,RM,0.09473109245300293
RM,RR,0.09791827201843262
RR,LI,0.12086820602416992
LI,RT,0.15994763374328613
LM,LP,0.18036603927612305
LP,LI,0.07695484161376953
LI,LP,0.1341080665588379
LP,RT,0.07197809219360352
LP,RT,0.3100094795227051
LM,LP,0.15254855155944824
LP,LI,0.0839083194732666
LI,LP,0.1243128776550293
LP,RT,0.10123968124389648
LR,LM,0.16386699676513672
LM,RM,0.12630629539489746
RM,LM,0.15586280822753906
LM,RI,0.06227231025695801
RI,LM,0.15507984161376953
LM,LM,0.1822659969329834
LM,RT,0.061895132064819336
LI,LM,0.15726161003112793
LM,RR,0.10230088233947754
RR,RR,0.15072393417358398
RR,RR,0.18499112129211426
RR,LR,0.1263115406036377
LR,RT,0.1337888240814209
RM,RI,0.08721542358398438
RI,RT,0.09004044532775879
LI,RI,0.12308573722839355
RI,LM,0.02290821075439453
LM,RT,0.18110275268554688
RI,RI,0.20240283012390137
RI,RM,0.0457460880279541
RM,LI,0.12212252616882324
LI,LM,0.16982436180114746
LM,LI,0.10325098037719727
LI,LR,0.12074136734008789
LR,RM,0.11077690124511719
RM,LI,0.14176201820373535
LI,RI,0.08361101150512695
RI,RT,0.07738566398620605
RR,LI,0.1083517074584961
LI,RT,0.08970880508422852
LR,LP,0.15129494667053223
LP,LR,0.06802892684936523
LR,RI,0.06671524047851562
RI,RM,0.07369041442871094
RM,RI,0.11722445487976074
RI,LI,0.09310150146484375
LI,LI,0.17101216316223145
LI,RR,0.01600933074951172
RR,RI,0.09456706047058105
RI,RT,0.08093523979187012
LM,LR,0.3234260082244873
LR,LM,0.16386771202087402
LM,RM,0.1472172737121582
RM,LM,0.12086725234985352
LM,RI,0.08424854278564453
RI,LM,0.1338953971862793
LM,LM,0.20406270027160645
LM,RT,0.12958502769470215
RM,RI,0.0810091495513916
RI,LR,0.0792226791381836
LR,LI,0.12593317031860352
LI,RM,0.159881591796875
RM,LI,0.11208915710449219
LI,RI,0.13651728630065918
RI,LI,0.06468749046325684
LI,LM,0.08220362663269043
LM,RT,0.27095699310302734
RR,LP,0.1336667537689209
LP,LP,0.24786996841430664
LP,RR,0.219512939453125
RR,LR,0.2108917236328125
LR,LR,0.2288672924041748
LR,RM,0.3175976276397705
RM,LP,0.207122802734375
LP,RT,0.1392974853515625
LI,LM,0.09242105484008789
LM,LM,0.21863436698913574
LM,LM,0.19814252853393555
LM,RM,0.1010439395904541
RM,LI,0.11240768432617188
LI,LM,0.1794140338897705
LM,LM,0.16835665702819824
LM,RT,0.08051300048828125
RI,RM,0.07482457160949707
RM,LR,0.13532137870788574
LR,RT,0.13157892227172852
LP,LI,0.14066052436828613
LI,RT,0.1082465648651123
LI,LI,0.22706890106201172
LI,RR,0.09284138679504395
RR,RI,0.13332056999206543
RI,RT,0.06610226631164551
LI,LI,0.20659160614013672
LI,RR,0.09840917587280273
RR,LR,0.11163687705993652
LR,RI,0.10883140563964844
RI,RT,0.31484198570251465
RI,RI,0.1831190586090088
RI,RM,0.07619738578796387
RM,LI,0.08903622627258301
LI,LM,0.20232295989990234
LM,LI,0.12874579429626465
LI,LR,0.12062954902648926
LR,RM,0.12598133087158203
RM,LI,0.13392925262451172
LI,RI,0.1144404411315918
RI,RT,0.02139759063720703
RM,RI,0.1090097427368164
RI,RT,0.08442521095275879
LP,RR,0.15332317352294922
RI,LR,0.17258834838867188
LR,RT,0.14369940757751465
LP,RI,0.10391640663146973
RI,LM,0.08948755264282227
LM,RT,0.11087942123413086
RI,RM,0.07576799392700195
RM,LR,0.11869931221008301
LR,RT,0.07490015029907227
RP,RI,0.10628080368041992
RI,LM,0.1480257511138916
LM,RT,0.23522615432739258
LI,LI,0.2310960292816162
LI,RR,0.07140755653381348
RR,RI,0.159149169921875
RI,RT,0.1196892261505127
LI,RI,0.12116408348083496
RI,LM,0.09946632385253906
LM,RT,0.09331893920898438
RI,RI,0.18415069580078125
RI,RM,0.08773541450500488
RM,LI,0.10089373588562012
LI,LM,0.1862175464630127
LM,LI,0.07693338394165039
LI,LR,0.14696550369262695
LR,RM,0.11504030227661133
RM,LI,0.15600848197937012
LI,RI,0.0999596118927002
RI,RT,0.051992177963256836
RR,LI,0.10196423530578613
LI,RT,0.08299994468688965
LI,RR,0.1210031509399414
RR,LI,0.3189964294433594
LI,RR,0.2869997024536133
RR,RI,0.140000581741333
RI,RR,0.14800095558166504
RR,LI,0.1179971694946289
LI,RR,0.19800186157226562
RR,RT,0.11501598358154297
RM,RI,0.07399892807006836
RI,RT,0.11800026893615723
LP,RR,0.24325919151306152
RR,RI,0.22944879531860352
RI,RI,0.18012285232543945
RI,RT,0.10866904258728027
LR,RI,0.10950660705566406
RI,LM,0.1150047779083252
LM,RI,0.09869670867919922
RI,RT,0.17913556098937988
RI,LM,0.07833218574523926
LM,RT,0.1433424949645996
RI,RR,0.1170506477355957
RR,RM,0.11348152160644531
RM,RI,0.06818366050720215
RI,LM,0.0884389877319336
LM,LM,0.1999037265777588
LM,RT,0.03814220428466797
LI,RI,0.07007384300231934
RI,LM,0.13086724281311035
LM,RT,0.11694455146789551
RI,RI,0.19240283966064453
RI,RM,0.06770181655883789
RM,LI,0.10034871101379395
LI,LM,0.17943596839904785
LM,LI,0.10049867630004883
LM,LI,0.36362266540527344
RR,LP,0.17560076713562012
LP,LP,0.2133042812347412
LP,RR,0.17505717277526855
RR,LR,0.21843767166137695
LR,LR,0.2897214889526367
LR,RM,0.26729798316955566
RM,LP,0.1899867057800293
RP,LR,0.13721513748168945
LR,RT,0.14910149574279785
LI,LM,0.08523130416870117
LM,LR,0.16362857818603516
LR,LM,0.11157464981079102
LM,LP,0.14258551597595215
LP,LI,0.11701798439025879
LI,LM,0.21970391273498535
LM,RI,0.13275718688964844
RI,RT,0.08815169334411621
LP,RI,0.11651372909545898
RI,LM,0.07535266876220703
LM,RT,0.13260149955749512
LI,LM,0.09665751457214355
LM,LP,0.11555051803588867
LP,LM,0.19228005409240723
LM,RI,0.07603693008422852
RI,RM,0.08277034759521484
RM,RI,0.13145685195922852
RI,LI,0.05885648727416992
LI,RT,0.20519256591796875
LM,RR,0.09495067596435547
RR,RI,0.05131983757019043
RI,LM,0.09082651138305664
LM,LM,0.20430660247802734
LM,LI,0.11148858070373535
LI,RI,0.10429668426513672
RI,RT,0.09384751319885254
LI,RI,0.10942530632019043
RI,LM,0.04601740837097168
LM,RT,0.13844752311706543
LM,LM,0.1933917999267578
LM,LR,0.10934710502624512
LR,RM,0.13508296012878418
RM,LI,0.11890125274658203
LI,RI,0.10269498825073242
RI,RT,0.08774685859680176
RM,RI,0.11955404281616211
RI,RP,0.09088492393493652
RP,RR,0.1564323902130127
RR,LM,0.08119845390319824
LM,LM,0.24711871147155762
LM,RI,0.14884448051452637
RI,LI,0.09464550018310547
LI,LP,0.2137317657470703
LP,LI,0.08925437927246094
LI,RM,0.10437250137329102
RM,RR,0.06465339660644531
RR,RI,0.06765604019165039
RI,RT,0.08591270446777344
LP,RI,0.12940430641174316
RI,LM,0.06821990013122559
LM,RT,0.11653780937194824
LP,RI,0.09437084197998047
RI,LP,0.1180119514465332
LP,RR,0.07398676872253418
RR,RI,0.17371797561645508
RI,LR,0.11004638671875
LR,RM,0.10864043235778809
RM,LR,0.09910893440246582
LR,RT,0.09212970733642578
RR,LI,0.07014966011047363
LI,RT,0.13567805290222168
RI,RM,0.10174679756164551
RM,LI,0.07950925827026367
LI,RI,0.09554386138916016
RI,RT,0.09325981140136719
RP,LM,0.0393068790435791
LM,LI,0.06339287757873535
LI,LI,0.1640336513519287
LI,RR,0.08326315879821777
RR,LI,0.12331461906433105
LI,RI,0.07586073875427246
RI,LP,0.10778474807739258
LP,RI,0.09251165390014648
RI,LM,0.0895390510559082
LM,LM,0.2546694278717041
LM,RT,0.10009264945983887
LM,RR,0.05687761306762695
RR,RI,0.09722566604614258
RI,RP,0.05295705795288086
RP,RI,0.19500064849853516
RI,LI,0.11465311050415039
LI,RM,0.08266663551330566
RM,RI,0.07176661491394043
RI,LI,0.08839130401611328
LI,RT,0.11465883255004883
LP,RI,0.12710928916931152
RI,LM,0.08865714073181152
LM,RT,0.09157562255859375
LM,RR,0.07985210418701172
RR,RI,0.12472367286682129
RI,RI,0.17644882202148438
RI,RI,0.2290639877319336
RI,RI,0.1775672435760498
RI,RM,0.1002044677734375
RM,LM,0.12697482109069824
LM,LP,0.17779064178466797
LP,LI,0.11376190185546875
LI,RM,0.05147147178649902
RM,RR,0.07274866104125977
RR,RI,0.06654477119445801
RI,RT,0.10887336730957031
LR,RI,0.14743375778198242
RI,LR,0.07596707344055176
LR,LI,0.10965871810913086
LI,LM,0.0447688102722168
LM,RI,0.1044454574584961
RI,LR,0.15094494819641113
LR,RT,0.15837979316711426
LP,RI,0.06638026237487793
RI,LM,0.11236834526062012
LM,RT,0.09132790565490723
RI,RR,0.12222146987915039
RR,LI,0.02550530433654785
LI,LM,0.1064310073852539
LM,RT,0.1079413890838623
LI,LM,0.10487508773803711
LM,LM,0.21225714683532715
LM,LM,0.21177339553833008
LM,RI,0.09920263290405273
RI,LM,0.12427353858947754
LM,LI,0.1794736385345459
LI,RR,0.14557218551635742
RR,RI,0.1800403594970703
RI,RT,0.08376526832580566
LI,RI,0.07191205024719238
RI,LM,0.09312772750854492
LM,RT,0.09132766723632812
LI,LM,0.15633821487426758
LM,LM,0.3904280662536621
LM,RI,0.13416600227355957
RI,RI,0.22359514236450195
RI,RM,0.08551955223083496
RM,LP,0.25464916229248047
LP,RI,0.18224191665649414
RI,LM,0.09836411476135254
LM,LR,0.1499338150024414
LR,RT,0.14354944229125977
LP,RI,0.12474346160888672
RI,LM,0.20709776878356934
LM,RT,0.22156906127929688
LI,LM,0.12130403518676758
LM,LM,0.20601320266723633
LM,RI,0.0880730152130127
RI,RI,0.15996956825256348
RI,RR,0.07087850570678711
RR,RR,0.17234516143798828
RR,RR,0.16312026977539062
RR,LI,0.12975764274597168
LI,RM,0.12577295303344727
RM,LM,0.06632542610168457
LM,LR,0.14798593521118164
LR,RT,0.1503458023071289
RR,LI,0.12165355682373047
LI,RT,0.09624743461608887
LM,LP,0.14873051643371582
LP,LI,0.08275175094604492
LI,LP,0.14698314666748047
LP,RT,0.11729574203491211
RM,RI,0.09571409225463867
RI,LI,0.08141517639160156
LI,LM,0.09560847282409668
LM,RI,0.39270710945129395
RI,LR,0.16246891021728516
LR,RM,0.35352444648742676
RM,LI,0.1312122344970703
LI,LM,0.18012332916259766
LI,LM,0.23467516899108887
LI,LM,0.356886625289917
RR,LP,0.17691469192504883
LP,RR,0.26711559295654297
RR,LR,0.1632845401763916
LR,LR,0.24027466773986816
LR,RM,0.15630149841308594
RM,LP,0.17581510543823242
LP,RT,0.11362266540527344
RI,LP,0.08590149879455566
LP,LR,0.07069969177246094
LR,RT,0.12427926063537598
LI,LM,0.10138392448425293
LM,LM,0.20927190780639648
LM,LM,0.18460440635681152
LM,RM,0.07988429069519043
RM,LI,0.16676807403564453
LI,LM,0.21788787841796875
LM,LM,0.20026946067810059
LM,RT,0.09083175659179688
LI,RI,0.11451387405395508
RI,LM,0.1002359390258789
LM,RT,0.11661934852600098
RM,RI,0.08495306968688965
RI,LM,0.11258673667907715
LM,LI,0.17485451698303223
LI,LM,0.09832262992858887
LM,LP,0.11861348152160645
LP,LR,0.07101011276245117
LR,RM,0.16483759880065918
RM,RI,0.06095767021179199
RI,LI,0.08702445030212402
LI,RT,0.13796472549438477
RP,LP,0.10860085487365723
LP,LI,0.06064558029174805
LI,LI,0.23975491523742676
LI,RM,0.03410983085632324
RM,LM,0.3228647708892822
LM,RM,0.24711394309997559
RM,RP,0.12708353996276855
RP,LP,0.14178919792175293
LP,LI,0.08696246147155762
LI,RM,0.08435606956481934
RM,RR,0.09211945533752441
RR,RI,0.08888840675354004
RI,RT,0.08705663681030273
RM,RI,0.08643150329589844
RI,RT,0.10945725440979004
LI,RI,0.12355184555053711
RI,LM,0.09831714630126953
LM,RT,0.07845592498779297
LI,RM,0.08914828300476074
RM,LM,0.13911914825439453
LM,RR,0.1469438076019287
RR,LM,0.16190075874328613
LM,RT,0.22559332847595215
LR,LM,0.17704558372497559
LM,LI,0.05186796188354492
LI,LI,0.2896273136138916
LI,LM,0.14612078666687012
LM,LR,0.14443278312683105
LR,RT,0.11233758926391602
RR,RI,0.0983889102935791
RI,RT,0.06698393821716309
LI,RI,0.13372540473937988
RI,LM,0.07405829429626465
LM,RT,0.12625789642333984
LM,LR,0.18020248413085938
LR,LM,0.22286128997802734
LM,LM,0.19893527030944824
LM,RI,0.14166593551635742
RI,RM,0.1713850498199463
RM,LI,0.1465299129486084
LI,LI,0.3280818462371826
LI,LM,0.2081284523010254
LM,RT,0.12268209457397461
LP,LM,0.15218162536621094
LM,LI,0.21540045738220215
LI,RM,0.13748407363891602
RM,LR,0.13845086097717285
LR,RR,0.1158757209777832
RR,LI,0.08875226974487305
LI,RT,0.1770024299621582
LM,RR,0.06071949005126953
RR,RI,0.09237170219421387
RI,RI,0.15518593788146973
RI,LM,0.0786581039428711
LM,RM,0.10113239288330078
RM,RR,0.06875157356262207
RR,RT,0.11462712287902832
RR,LI,0.1269221305847168
LI,RT,0.12750625610351562
LI,RI,0.09720182418823242
RI,LM,0.09395074844360352
LM,RT,0.14371204376220703
RI,LP,0.09908032417297363
LP,LI,0.09626197814941406
LI,RM,0.048866987228393555
RM,RR,0.05965113639831543
RR,RI,0.07320117950439453
RI,LP,0.1307055950164795
LP,RR,0.07197856903076172
RR,RT,0.11790227890014648
LM,LM,0.19103717803955078
LM,RI,0.06879615783691406
RI,LI,0.16446161270141602
LI,LM,0.16535592079162598
LM,LI,0.09091615676879883
LI,RT,0.12805795669555664
LI,LI,0.16514372825622559
LI,RR,0.10572457313537598
RR,RT,0.12007927894592285
LR,RR,0.09325814247131348
RR,RI,0.10933804512023926
RI,LM,0.08971476554870605
LM,RI,0.10442399978637695
RI,RT,0.08309793472290039
LP,RI,0.09506869316101074
RI,LM,0.08350253105163574
LM,RT,0.09197115898132324
RM,RI,0.07370829582214355
RI,LI,0.09238934516906738
LI,RR,0.1291821002960205
RR,LI,0.11110329627990723
LI,RI,0.1157536506652832
RI,LP,0.06873178482055664
LP,LI,0.08602452278137207
LI,RM,0.07898402214050293
RM,RR,0.03300070762634277
RR,RI,0.08157873153686523
RI,RT,0.07620859146118164
LI,LM,0.12383103370666504
LM,RI,0.1394197940826416
RI,LM,0.1057136058807373
LM,RI,0.12056303024291992
RI,RR,0.0773320198059082
RR,RR,0.1578526496887207
RR,RR,0.15843892097473145
RR,LI,0.11771917343139648
LI,RI,0.10637068748474121
RI,RT,0.07012176513671875
LP,RI,0.09555554389953613
RI,LM,0.08777689933776855
LM,RT,0.10681939125061035
RR,RI,0.0893704891204834
RI,RT,0.09186553955078125
LI,RI,0.1350545883178711
RI,LM,0.13567566871643066
LM,RT,0.09988999366760254
RI,LP,0.08488726615905762
LP,LI,0.09180736541748047
LI,RM,0.07441163063049316
RM,RR,0.06596970558166504
RR,RI,0.06557250022888184
RI,LP,0.1085045337677002
LP,RT,0.2559082508087158
LR,LM,0.07973766326904297
LM,LI,0.10418701171875
LI,LI,0.2469038963317871
LI,LM,0.15007400512695312
LM,LM,0.18941044807434082
LM,RT,0.13513541221618652
LP,LR,0.08452486991882324
LR,RT,0.1452031135559082
LM,RI,0.10561394691467285
RI,LP,0.12734055519104004
LP,RM,0.09093284606933594
RM,LI,0.11396241188049316
LI,RT,0.09898853302001953
RR,LI,0.09496545791625977
LI,RT,0.10572695732116699
RI,RI,0.21240735054016113
RI,RM,0.07159161567687988
RM,LI,0.07137250900268555
LI,LM,0.1957409381866455
LM,LI,0.10828709602355957
LI,LR,0.13225436210632324
LR,RM,0.1112968921661377
RM,LI,0.20239734649658203
LI,RI,0.1442277431488037
RI,RT,0.08689999580383301
RR,LI,0.09564590454101562
LI,RT,0.14085721969604492
LR,LP,0.13817095756530762
LP,LR,0.07964086532592773
LR,RI,0.05006980895996094
RI,RM,0.0751039981842041
RM,RI,0.13494491577148438
RI,LI,0.07100272178649902
LI,LI,0.20914673805236816
LI,RR,0.04704117774963379
RR,RI,0.08897256851196289
RI,RT,0.06134033203125
LM,RR,0.07587289810180664
RR,RI,0.08985090255737305
RI,RP,0.07544803619384766
RP,RI,0.19203591346740723
RI,LI,0.063201904296875
LI,LM,0.12999629974365234
LM,LI,0.07942700386047363
LI,RT,0.07878565788269043
LR,LM,0.19072699546813965
LM,RM,0.13666558265686035
RM,LM,0.1151437759399414
LM,RI,0.10045313835144043
RI,LM,0.12339973449707031
LM,LM,0.16358041763305664
LM,RT,0.08512043952941895
LP,RI,0.12783241271972656
RI,LM,0.0672750473022461
LM,RT,0.11146664619445801
LM,RI,0.09119486808776855
RI,LI,0.11707162857055664
LI,RM,0.09753966331481934
RM,RI,0.07465314865112305
RI,LM,0.0532376766204834
LM,LM,0.17258763313293457
LM,LI,0.06920552253723145
LI,RM,0.13324594497680664
RM,RI,0.06525278091430664
RI,LI,0.08700084686279297
LI,RT,0.10318875312805176
LI,LI,0.19725632667541504
LI,RR,0.08583307266235352
RR,RI,0.11061644554138184
RI,RT,0.08638286590576172
LP,RR,0.17238855361938477
RR,RR,0.1579575538635254
RR,LM,0.19332337379455566
LM,RT,0.1637120246887207
LI,RR,0.11838936805725098
RR,RT,0.07172536849975586
LR,RR,0.13268709182739258
RR,RR,0.15139198303222656
RR,LR,0.15165424346923828
LR,RT,0.16415762901306152
LP,RT,0.15471816062927246
RP,LM,0.10460543632507324
LM,LI,0.0761563777923584
LI,RM,0.08478450775146484
RM,RR,0.060657501220703125
RR,LM,0.08649230003356934
LM,RT,0.1200723648071289
LM,RI,0.11531972885131836
RI,LI,0.10157227516174316
LI,RM,0.08980369567871094
RM,RI,0.08366250991821289
RI,LI,0.0698089599609375
LI,RT,0.1235806941986084
LR,RI,0.06459522247314453
RI,RM,0.0938882827758789
RM,LM,0.07147836685180664
LM,RI,0.1187591552734375
RI,RT,0.0830233097076416
RM,LI,0.1370861530303955
LI,LR,0.14028382301330566
LR,RT,0.15124011039733887
LR,LI,0.16109371185302734
LI,LP,0.1593167781829834
LP,LI,0.10322928428649902
LI,RI,0.08471345901489258
RI,LI,0.0612940788269043
LI,LM,0.09506058692932129
LM,RT,0.13103151321411133
RM,RI,0.07642292976379395
RI,LM,0.06383657455444336
LM,LI,0.15737366676330566
LI,LM,0.0826420783996582
LM,LP,0.14188075065612793
LP,LR,0.08032608032226562
LR,LM,0.09069490432739258
LM,LM,0.18064045906066895
LM,RT,0.10545158386230469
LR,RM,0.07712769508361816
RM,LI,0.14387297630310059
LI,RI,0.12558221817016602
RI,RM,0.08166289329528809
RM,LI,0.2972559928894043
LI,RM,0.17620611190795898
RM,LM,0.11473703384399414
LM,RM,0.1320333480834961
RM,RI,0.10313868522644043
RI,LP,0.2340559959411621
LP,LI,0.11961698532104492
LI,RR,0.19716119766235352
RR,RI,0.16803765296936035
RI,RT,0.07975459098815918
LP,RR,0.1296858787536621
RR,RR,0.17578458786010742
RR,RI,0.07547712326049805
RI,LI,0.10075879096984863
LI,RT,0.3808159828186035
LR,RM,0.11323785781860352
RM,LI,0.11045098304748535
LI,RI,0.06089520454406738
RI,RT,0.09557080268859863
LI,RR,0.0704958438873291
RR,RI,0.1078345775604248
RI,RT,0.1060647964477539
LP,RR,0.1661069393157959
RR,LI,0.10318231582641602
LI,LM,0.1928267478942871
LM,LI,0.08468937873840332
LI,LI,0.19425678253173828
LI,RT,0.1467142105102539
RI,LP,0.12737178802490234
LP,RI,0.08751058578491211
RI,LP,0.11551427841186523
LP,LI,0.05878877639770508
LI,RM,0.08818411827087402
RM,RI,0.07095098495483398
RI,LI,0.08923459053039551
LI,RT,0.09138822555541992
LM,RM,0.1616687774658203
RM,LI,0.16036772727966309
LI,LM,0.08198881149291992
LM,LM,0.19774842262268066
LM,LI,0.1783127784729004
LI,RR,0.10523748397827148
RR,LI,0.11368107795715332
LI,RT,0.10567688941955566
RR,LI,0.08524155616760254
LI,RT,0.10329389572143555
RI,LP,0.12405705451965332
LP,LM,0.12418341636657715
LM,LI,0.3078458309173584
LI,RR,0.2284238338470459
RR,RI,0.0966339111328125
RI,RR,0.1126408576965332
RR,LP,0.28995466232299805
LP,RT,0.23636722564697266
LI,LM,0.17179489135742188
LM,RI,0.07931232452392578
RI,LI,0.11664533615112305
LI,RI,0.14048027992248535
RI,LI,0.05092263221740723
LI,LM,0.07322311401367188
LM,RT,0.10864615440368652
LI,LI,0.19036245346069336
LI,RR,0.0627281665802002
RR,RI,0.11497974395751953
RI,RP,0.06361603736877441
RP,RT,0.16309499740600586
LP,RI,0.11729216575622559
RI,LM,0.07836198806762695
LM,RT,0.11577105522155762
RT,RI,0.3321053981781006
LR,RI,0.09050941467285156
RI,RM,0.09991908073425293
RM,LM,0.055959224700927734
LM,RI,0.11402463912963867
RI,RT,0.04317593574523926
LR,LP,0.1543581485748291
LP,LR,0.06570100784301758
LR,RT,0.08415603637695312
LM,LM,0.17126774787902832
LM,LM,0.17496228218078613
LM,RM,0.13733267784118652
RM,LM,0.08267641067504883
LM,LP,0.15505671501159668
LP,LI,0.059964656829833984
LI,LM,0.09798169136047363
LM,LM,0.16889739036560059
LM,RT,0.10434651374816895
RM,RI,0.07702088356018066
RI,RT,0.10603666305541992
LR,RR,0.17154979705810547
RR,LP,0.2633371353149414
LP,RR,0.18880224227905273
RR,RT,0.0994572639465332
LP,RI,0.11909341812133789
RI,LM,0.12648963928222656
LM,RT,0.08217883110046387
RP,LI,0.04983067512512207
LI,RR,0.1294867992401123
RR,LI,0.10429096221923828
LI,RM,0.09688735008239746
RM,LM,0.10893964767456055
LM,LM,0.1653139591217041
LM,LM,0.18553686141967773
LM,RT,0.1059114933013916
LI,RI,0.07978582382202148
RI,LM,0.08998918533325195
LM,RT,0.12822842597961426
RP,LR,0.0210721492767334
LP,LM,0.12128400802612305
LM,LM,0.19131684303283691
LM,RT,0.13501238822937012
LI,RR,0.11456656455993652
RR,LI,0.10269498825073242
LI,RT,0.13765764236450195
LI,RI,0.08143424987792969
RI,LM,0.07539248466491699
LM,RT,0.14748477935791016
LP,RR,0.059259891510009766
RR,RR,0.15225863456726074
RR,LM,0.10807991027832031
LM,RI,0.10812664031982422
RI,RT,0.07167553901672363
LR,LM,0.17793583869934082
LM,RI,0.07744097709655762
RI,RR,0.06816339492797852
RR,RR,0.1762552261352539
RR,RR,0.18920350074768066
RR,RT,0.15500211715698242
LI,RR,0.09903550148010254
RR,RT,0.11150240898132324
LM,RR,0.2230374813079834
RR,RI,0.09379100799560547
RI,LI,0.0668787956237793
LI,RR,0.1181175708770752
RR,LM,0.08768963813781738
LM,RT,0.11919426918029785
RM,LI,0.08661580085754395
LI,LR,0.15286517143249512
LR,RT,0.1436760425567627
LM,RI,0.1393742561340332
RI,LI,0.12743210792541504
LI,LI,0.18892478942871094
LI,RR,0.3111746311187744
RR,RI,0.19431185722351074
RI,RI,0.16282105445861816
RI,LM,0.09732365608215332
LM,RI,0.10172128677368164
RI,LM,0.1918933391571045
LM,LI,0.11818337440490723
LM,LI,0.25147271156311035
LI,RI,0.10860371589660645
RI,LM,0.11373162269592285
LM,RT,0.09752416610717773
RI,LI,0.16722941398620605
LI,RM,0.27295565605163574
LP,RI,0.11727643013000488
RI,RM,0.07950067520141602
RM,LI,0.11011600494384766
LI,RR,0.11898446083068848
RR,RI,0.10407257080078125
RI,LR,0.11667799949645996
LR,RT,0.10235047340393066
LM,RR,0.05298185348510742
RR,RI,0.14415884017944336
RI,RP,0.003928661346435547
RP,RI,0.24049830436706543
RI,LI,0.12188124656677246
LI,RM,0.12086224555969238
RM,RI,0.061335086822509766
RI,LI,0.08545207977294922
LI,RT,0.1171560287475586
RR,LP,0.14577460289001465
LP,LI,0.0932614803314209
LI,RT,0.15391159057617188
RR,LM,0.10871243476867676
LM,LM,0.18700313568115234
LM,RT,0.0579981803894043
LI,RI,0.0839998722076416
RI,RT,0.061998605728149414
RP,LI,0.09918808937072754
LI,LI,0.17554926872253418
LR,RI,0.10282254219055176
RI,LR,0.12462306022644043
LR,LM,0.1151883602142334
LM,LI,0.12831735610961914
LI,LP,0.1594250202178955
LP,RM,0.14751887321472168
RM,RT,0.0579380989074707
RP,LP,0.0801084041595459
LP,LI,0.10446548461914062
LI,LM,0.0901026725769043
LM,RR,0.13586115837097168
RR,RT,0.1066598892211914
LI,RR,0.224318265914917
RR,LM,0.12981367111206055
LM,RI,0.13869309425354004
RI,LR,0.0834505558013916
LR,LM,0.1157991886138916
LM,LR,0.19004082679748535
LR,RT,0.18848633766174316
RR,RI,0.10778212547302246
RI,RT,0.08782792091369629
RI,LP,0.1163172721862793
LP,RI,0.11450934410095215
RI,RI,0.21411967277526855
RI,RT,0.07741403579711914
LP,LI,0.07108569145202637
LI,LM,0.09400558471679688
LM,LP,0.1495828628540039
LP,LR,0.07174420356750488
LR,RT,0.16845035552978516
RR,LI,0.14024806022644043
LI,RT,0.10711240768432617
RI,LI,0.12990164756774902
LI,RM,0.14193129539489746
RM,LP,0.12759971618652344
LP,RI,0.10398101806640625
RI,RM,0.0992441177368164
RM,LI,0.1546170711517334
LI,RR,0.09627699851989746
RR,RI,0.08833980560302734
RI,LR,0.127974271774292
LR,RT,0.08803653717041016
LM,RR,0.08176207542419434
RR,RI,0.09183597564697266
RI,RP,0.06228804588317871
RP,RI,0.20403170585632324
RI,LI,0.1694951057434082
LI,RM,0.125565767288208
RM,RI,0.04131126403808594
RI,LI,0.10472607612609863
LI,RT,0.13221335411071777
RM,RI,0.08207082748413086
RI,LM,0.13554644584655762
LM,RR,0.07922124862670898
RR,RI,0.12404346466064453
RI,LM,0.09918880462646484
LM,RM,0.11010074615478516
RM,RI,0.06302165985107422
RI,LI,0.07093119621276855
LI,RT,0.11708569526672363
RI,RR,0.08007025718688965
RR,LI,0.0657801628112793
LI,LM,0.14332842826843262
LM,RR,0.10704731941223145
RR,RT,0.08618831634521484
RI,LR,0.18047618865966797
LR,LM,0.06956100463867188
LM,LI,0.0884559154510498
LI,RT,0.19921302795410156
RM,RI,0.0661630630493164
RI,LI,0.23385834693908691
LI,LM,0.15474843978881836
LM,LI,0.07413792610168457
LI,LI,0.1874082088470459
LI,LP,0.11611199378967285
LP,LM,0.11443924903869629
LM,LM,0.18316411972045898
LM,RT,0.09093856811523438
LI,LM,0.13430356979370117
LM,LM,0.22057104110717773
LM,RI,0.1904432773590088
RI,RI,0.17061376571655273
RI,RR,0.08718061447143555
RR,RR,0.17528319358825684
RR,RR,0.16306304931640625
RR,LI,0.10672163963317871
LI,RI,0.09440851211547852
RI,RT,0.05819368362426758
RI,LM,0.08531618118286133
LM,LP,0.16010546684265137
LP,RR,0.1447591781616211
