key,freq_bin_1,freq_bin_2,freq_bin_3,freq_bin_4,freq_bin_5,freq_bin_6,freq_bin_7,freq_bin_8,freq_bin_9,freq_bin_10,freq_bin_11,freq_bin_12,freq_bin_13,freq_bin_14,freq_bin_15,freq_bin_16
space,1.0,0.7991965817149993,0.2598855264912861,0.06126528340879986,0.025208216021791432,0.011532790171343739,0.007660621164482053,0.0050403276157574214,0.011265651930203182,0.009457283921769902,0.003548015782058394,0.003985087627815435,0.006347855128761488,0.0015727003401627949,0.0036401579398596525,0.0028442661734806606
space,1.0,0.7612817628513007,0.21576116287679445,0.050725560304482165,0.012265690871072217,0.021275345959106372,0.015921694222477713,0.020532013214892536,0.007393982429581141,0.009385648291087133,0.0056274944413873765,0.002141908887888253,0.0053140231777724445,0.00582433953461325,0.005479217397919731,0.003942387294985506
space,0.4785357735295856,0.8543203030974115,1.0,0.7280775966162614,0.6826539943694079,0.5205804397645567,0.15434636217258477,0.13624768567534942,0.12863210446137663,0.0980076742511943,0.053643316855045614,0.23008692229223063,0.47397952249425934,0.4709466694833909,0.28327090468646676,0.13835506414332802
space,1.0,0.43570719012921866,0.502536939996999,0.5393316330614137,0.4469593869750605,0.3695390265506258,0.10822464392209345,0.06879539184480399,0.013261194804617637,0.06505547156021267,0.08372745129975373,0.1117798579320512,0.12136017567223428,0.06062686636037239,0.0075870500893379066,0.011862754794854545
space,0.1906059845283797,1.0,0.8510682449121117,0.25019450160053824,0.22595448084854755,0.23739316456410312,0.1415007539055535,0.3241267111458417,0.31953941547876313,0.22346962027679354,0.10883721502451202,0.10387650003053334,0.07240990760052732,0.022938577254805203,0.03284402857165647,0.020644453722632652
space,1.0,0.7417947408592046,0.31969183375495425,0.13124457301948064,0.10763517043169062,0.07443613779495235,0.0246310658577687,0.0644105370552924,0.059558345491903225,0.03527867997244489,0.017322497290331276,0.00989929729313411,0.018220240308849254,0.01918736267890864,0.017591309295989517,0.027492555753025068
space,0.13279010906901323,0.3756760236978348,0.6717365493610881,1.0,0.6517531543868023,0.0477186655821904,0.18431125722915334,0.22502828088046437,0.23238922195644654,0.14270210639035646,0.1630433923870729,0.4025263475279103,0.7016165451420119,0.6579545323585066,0.40203248182811585,0.32699694246658473
space,1.0,0.7144894146313819,0.17500677789722918,0.23512499522531558,0.22609200108029737,0.28874406589946283,0.1684663776504642,0.046798238765189,0.03955460411048924,0.01319638870995159,0.03242800007701492,0.03820383150188263,0.04494936187409915,0.01641113762544208,0.02777139633512396,0.02711033903363685
space,0.35728377680810003,0.6842785965525463,0.627958755061772,0.9136756369779699,0.585078638717845,0.1911791589665099,0.2910599892374002,0.3958633022451601,0.3035248694300414,0.1790544355518154,0.12441586418992175,0.46875656171596614,1.0,0.7600932158449919,0.32894821881429315,0.2102084492674733
space,0.3410036128669389,0.6907957932492794,0.6607969482891749,0.646638574714124,0.7802922764623533,1.0,0.5479195922995983,0.2915219439954145,0.43659867726739787,0.3388077197261013,0.3788584213743714,0.5302190426096576,0.6532265346209488,0.6247737471420604,0.5223588964173326,0.3603735513060962
space,0.3126660079117323,1.0,0.970490027443921,0.3114514867900148,0.13265442713055503,0.2760670495604377,0.3232261941510384,0.22393392618754673,0.022487937169737054,0.030964646997534952,0.04288794046455613,0.1829123203915712,0.2731815088160887,0.1529319016947168,0.10931695967609491,0.07782471976468872
space,1.0,0.9448393127010882,0.28829219106253073,0.12680219829058254,0.04068234335899859,0.0542950294413079,0.041364096620665224,0.04139677973819522,0.05752480463235038,0.05574423872366596,0.025949032943304105,0.0123709770716193,0.01952422600367264,0.08245785100312596,0.1352605118396406,0.12250375015644596
space,0.6206175429129703,0.7036922233496145,0.7205880449717208,0.719815302325614,0.3754023754441139,0.13018357621487003,0.09677745074318574,0.21058619284299754,0.16841100837178885,0.03567436258335316,0.11919067327606978,0.45054417240033406,1.0,0.8855224918975783,0.5151182007666858,0.4273122771740055
space,0.3884519498457089,0.2794508972098775,0.14396737077314176,0.049129492397623604,0.085698038098527,0.05953713546241465,0.013918570972517808,0.01817055795471558,0.025921053861886277,0.08057380941702168,0.062472082680531026,0.026534370280426593,0.24693402044911178,0.7728556874280521,1.0,0.5359095588338718
space,0.5613004605572676,0.5697112762194321,0.31171926409446704,0.18840920885636667,0.1203647556799129,0.02572602853393727,0.07211627842803638,0.26613975460969247,0.31439498186302706,0.1480546541705939,0.0798211630853803,0.4638302828434124,1.0,0.8851968208455868,0.39231386086826914,0.30840567814393693
space,0.05814215339355729,0.3989502403423595,0.4491460824505086,0.7601666026239051,0.585401346991993,0.17717650159633466,0.16521020303003706,0.06339099595119084,0.0732100948785278,0.023711574915423327,0.025836253656539028,0.3954445691791702,1.0,0.9873233565928962,0.5815033004875109,0.4924930303735123
space,0.8886925272896505,0.6944347211239095,0.31617195335854625,0.8221131041914259,0.6462666251464275,0.34332160068861267,0.30226163428237185,0.13881080555360314,0.12655108536804577,0.12258415956298116,0.06446779553310959,0.4126742465254887,1.0,0.9322676912998585,0.44287364299677195,0.4397815904023681
space,0.35493573900266695,0.37467403002085375,0.44736041406883237,0.6052235988230524,0.4761458684775297,0.2493796954771795,0.23905968327756674,0.04392055925759792,0.07308736293197046,0.09792324430347087,0.00489498998412696,0.4424632918787143,1.0,0.8155361257707081,0.36862834044349857,0.4098367378278563
space,1.0,0.8835920082079085,0.46661450164707924,0.11753692599793661,0.05262911704622188,0.046248595023288194,0.048352264388814764,0.019992580105445024,0.024248210544679256,0.025136145011186318,0.007548748705564734,0.015032398800700184,0.014002305882655374,0.007553121232167857,0.0018181409941981377,0.008696330988568464
space,1.0,0.5817336197214844,0.1137038681097785,0.0633340949502067,0.03337705962899296,0.024991619639860144,0.01572769434401329,0.0024809852253932434,0.008037078186189787,0.004204943333372205,0.0017036630896932197,0.0036296513241861512,0.016166707559731982,0.015459736307022524,0.008985902293951268,0.004455622079518646
space,1.0,0.9591383638451793,0.5488922154895632,0.1921629354680365,0.05710211654657061,0.06834463115247354,0.01487802449630769,0.03123443588697647,0.03724402301974728,0.03487422140935541,0.017558588231327048,0.019199904310466854,0.016748894730305885,0.0109240457740612,0.012725456636452689,0.014842689821875156
space,0.4913067932465026,0.20489658527710647,0.17419840098412973,0.24112911135581974,0.3014867416408987,0.41905521409517926,0.06258646320942231,0.6114725308339639,0.9622326823181279,1.0,0.73891080043085,0.47783801488673766,0.5581012116502762,0.642980685387383,0.45233176680269294,0.42687589298494377
backspace,0.4453014790395554,1.0,0.8299334302210303,0.7488632421104529,0.6088502594148677,0.20920883366485624,0.11748643749889244,0.048378055165110644,0.014906186535280468,0.02868295264158877,0.030015403780511634,0.024346847471517812,0.04256734721872099,0.020998970140674488,0.012263554389660534,0.010687776045349656
backspace,0.2884708042453042,0.41486277506576824,0.40761225250333605,0.2920407304181188,0.7328409966776411,1.0,0.5124403534054222,0.10141420741283262,0.0902311947673438,0.09160945604403595,0.11588179845414827,0.11943476610510499,0.10157196304337224,0.06992736059302834,0.03866571422190901,0.05642169239750973
backspace,0.13587834491088369,0.4514460876435409,0.9947890485156586,1.0,0.3751812057358904,0.28970728724719197,0.1988306714869563,0.3366470859429484,0.7215460981006909,0.7837829020431841,0.36174668297118345,0.3595505989488215,0.7356430507068037,0.5102186222390517,0.12485466585053184,0.25459476125474206
backspace,0.024984190553540286,0.3263315580798015,0.81942452207283,1.0,0.7558487892785676,0.5652245669989514,0.14975744409294095,0.06699737529684201,0.06651274996245136,0.1546024024580547,0.16371958680590354,0.002482274275544191,0.08505298655466884,0.01426117703297745,0.03693143055325066,0.030513322410533124
backspace,0.3844723697906125,0.45454614852452535,0.7107312241320711,1.0,0.7604618791551653,0.2935268725005345,0.10401151791301473,0.20408433145250363,0.44767617115822944,0.4586186050147566,0.11576323020506558,0.3450105691557035,0.4549862503818354,0.21403822220481616,0.21246641524710272,0.1462440429669081
backspace,0.10177670307927933,0.17088110364739928,0.700472261090837,1.0,0.5841264686520247,0.2060783961221899,0.04656793888761905,0.04641882675017589,0.1518229226198759,0.134037824773808,0.06220653893604417,0.07078227944542255,0.05706565417877622,0.0464730373032143,0.05185983218663468,0.0325011894685508
backspace,0.12665948289967988,0.33348796324319924,0.40935307918274766,0.3337590960196133,0.367209044198294,0.17078995938630498,0.17882572998031696,0.12531494002590454,0.5779487361643412,0.8993886514470979,0.9496236249421616,1.0,0.8773811749498395,0.4319341850317676,0.08516504731424125,0.026359633847483757
backspace,0.5733697504074918,1.0,0.6033673759092906,0.17234786738142693,0.053685885068582524,0.09763395114084075,0.07305269767663627,0.060721587456798884,0.031337924645758373,0.006606441732933443,0.026594085284385782,0.014595820846663082,0.021033559837699084,0.02639607496385026,0.029816524681567296,0.03272930458123559
backspace,0.6207366295150417,0.4775171740857023,0.5825846365261764,1.0,0.5222290162660094,0.24466934824721934,0.12452926955875525,0.16636841077109452,0.5388135766569345,0.7166218004669281,0.38980649774955295,0.17110012643743586,0.07235422806566005,0.1995211016970953,0.19122986676700507,0.13467727547979672
backspace,0.7239983767886831,0.8077771408140331,1.0,0.5528395364165345,0.07869002994481787,0.01605366534501771,0.026234306430082573,0.02104760769053798,0.011459799352140707,0.07555171647024621,0.14645759782685816,0.2175846534985271,0.16604378710937445,0.027485883764364023,0.023556574493019667,0.009815425313776825
backspace,0.6823391061039454,0.7040924993305251,1.0,0.9861450495552858,0.818993092272728,0.27706871242151054,0.060291087382677924,0.032718590713103624,0.041585730892736344,0.06276728841087227,0.07712115226337808,0.03763689282188471,0.04725293509302285,0.029601638563216282,0.020254830087093813,0.008537002139397806
backspace,1.0,0.9292121995583295,0.35998013934735956,0.2093589469185161,0.2929528142834223,0.19141736198419398,0.06384508305860255,0.020056173497487183,0.013864502276359192,0.024940688736057672,0.02938767702147918,0.011746314205515805,0.016150027953698444,0.004428330082044826,0.008926782440104107,0.007461257581475849
a,0.13529867103811025,0.16920870848648514,0.25599421467261335,0.4347654455571188,0.5232300318375568,0.7312855541821359,0.5775488288930191,0.44054233931869596,0.4180226984244962,0.5809968818617915,0.6746433515436503,0.7399814365361372,0.9553890617562932,1.0,0.674207728388507,0.3500018275699616
a,0.42832746028284213,0.43348743043099114,0.39124097857390067,1.0,0.9115674777320563,0.32430080681578505,0.13326595293825932,0.09362129032000545,0.21388578664271563,0.20433245043286966,0.2050200745273804,0.1483599083608469,0.668072258341376,0.4447922039684865,0.024537789862443486,0.07814172701647759
a,0.2549442074876161,0.13562120538470968,0.19552710916610433,0.17083278796769358,0.12512996769722565,0.0851000212934663,0.21370859644287984,0.6392648395317975,0.9982459981676062,1.0,0.4631978352409721,0.45696074836340167,0.7703702568909941,0.7389250863404982,0.4978949289908927,0.4453792417046399
a,0.16602319382328287,0.22503094421206238,0.5161636505822693,1.0,0.8436916254671573,0.24685477131991426,0.19694908793122112,0.12668381063565312,0.2408471362500383,0.25206966915930334,0.08914325287893941,0.09526605993029073,0.44870209914807163,0.46167933614098244,0.1621612132484773,0.05237793058657014
a,0.014323425413281368,0.07540642572098402,0.5343380605880366,1.0,0.655510466543254,0.17617048695076445,0.2809769389114782,0.23961899884191365,0.11148821496060202,0.10648818917796529,0.09763942545473013,0.08920755891193106,0.1517636968713446,0.056907764714749585,0.07495877323190071,0.05142472954942035
a,0.34901384306193806,0.2791319018527128,0.40021146513268874,1.0,0.6233252728341167,0.03478317658828581,0.11134350008635249,0.05846285884783267,0.07238760036315596,0.13269394065286688,0.19589113954593954,0.32543576506333943,0.33107793763188054,0.34962575854905065,0.1686830675315763,0.06127655730053514
a,0.10751097940618562,0.19913419720269593,0.4499751196817048,0.4097799866494765,0.5700761462045818,0.6993378291972584,0.3789444124524156,0.17180297426728908,0.6560917724080697,1.0,0.6841166865682184,0.46696913808922735,0.5254684784382766,0.25400492843769007,0.2008424906290515,0.23303181508237603
a,0.24734324382947181,0.22471299879282242,0.5744490366948054,0.7665555748623016,0.23535899116838005,1.0,0.7274792627783278,0.6466090293674909,0.5490370818421696,0.22769803422565285,0.04236289811358619,0.25797697964398475,0.355458028876058,0.15355349251008144,0.10554397814026081,0.08475384595879062
a,0.53653716006556,0.39316535328012,0.3481293123774336,0.22367772061306332,0.1535587733006105,0.31112420805267904,0.07445423554753706,0.2959175365880491,0.7497651034207584,0.9709274848807864,0.7754998705977485,0.7685763981130261,1.0,0.930638638772405,0.6190802918747214,0.31807928547427006
a,0.25497773908697746,0.26919745477196444,0.24759486466455793,0.15451727133622323,0.27187154005671754,0.45831903660712625,0.10874333261868989,0.5422055820162333,0.8815712368543007,1.0,0.7701731336667211,0.5217696986089159,0.6451113924512727,0.6602149903382089,0.5094619471945803,0.30253069609979105
a,0.5411887000573264,0.3093832556346426,0.0339732156834062,0.11949800226400659,0.39938375252648656,0.5823613145172646,0.16610359290937918,0.5998790342931679,0.8632311873723213,0.8165740696666287,0.51194557512727,0.06524771568870061,0.4222529754475977,0.7248551404942287,0.5247333123636299,0.44577913982975254
a,0.31398944845763216,0.5374522707482291,0.6043827854762512,0.9329060609102531,1.0,0.4288527272607617,0.1883582046276897,0.05393294660206829,0.26845681895778156,0.3318104309479166,0.22664630021969667,0.21383826895060498,0.3396151638876371,0.30773849492481126,0.26953924612864094,0.12316444172998045
a,0.34891245420623274,0.3199638843788265,0.2970947181742786,0.14284896683864248,0.3453270717120153,0.45028188825406756,0.07991966108211326,0.5594073706275853,0.9550081225313017,1.0,0.6116440668715493,0.37356954020290656,0.4497400053494344,0.47611788144623457,0.32608780507167795,0.5967923087283201
a,0.09158487694437391,0.0814006467903675,0.3587450839277504,1.0,0.8457276858583399,0.26508407546910057,0.1981141416105929,0.15803532337048984,0.04973739657756401,0.026721624483779707,0.05072565470797242,0.04263426488277223,0.005284490607465943,0.03575999188413308,0.026497482046519666,0.010264433378732753
a,0.011364078138637757,0.08854317263497055,0.43037701060993944,1.0,0.9494852978771391,0.3764941429603446,0.08877382044000365,0.06433075886834436,0.16159511506408775,0.14409607062352647,0.10318614251676717,0.04043619079035062,0.10616380356255087,0.16357058061296342,0.11041978677935715,0.06491349201640455
a,0.29844381004767934,0.2916222019284476,0.41901793729173836,0.9883923629896617,1.0,0.23963112489329877,0.2476272898308344,0.04830165445181936,0.03489861029914961,0.15628084790926594,0.19406152721671727,0.2164113980433125,0.19582118167327586,0.10741410379419762,0.028644608639972,0.021660853190892514
a,0.025123669747520398,0.0392423597725704,0.345107754335595,1.0,0.821490804712994,0.19244839518161702,0.18572222316613987,0.1573058253199215,0.06647351260129492,0.05486804837194549,0.06925034633901418,0.016891565009936847,0.06152815801935587,0.08016870026550221,0.05264875218430709,0.03612941688732381
a,0.24189101192423787,0.15615952975094655,0.3472929742259978,0.98307439194786,1.0,0.5191124855367587,0.121196234150537,0.06058083522530078,0.19011348877215295,0.16043625897113345,0.09611577401680226,0.270665366082584,0.27326609642578076,0.32136106689023486,0.28614204645228575,0.092073935750314
a,0.23864478160386202,0.13622403864340957,0.2993117041962046,1.0,0.8769843423623606,0.21191256324045715,0.1371230290084316,0.08888178564793475,0.025619551435489423,0.10093490134306886,0.13083313036762412,0.041051121849322726,0.016950029495577983,0.028617860641828207,0.015166801645624828,0.03637906923130847
a,0.1153218059838399,0.0789851864894402,0.4834430732179659,1.0,0.732970152058104,0.19252166419508587,0.16014384685950883,0.09890091248626824,0.11506688998367284,0.14412790420102797,0.1395096664767891,0.08062403881076016,0.05565647758341015,0.0249821242063612,0.12822825593778625,0.12346219830448958
a,0.3467829534238609,0.4828423447709876,0.4150647802056583,0.519335610171807,1.0,0.6640711226110044,0.2404261692108628,0.07040129058666796,0.05543201814221729,0.060530389203446125,0.03545813610089863,0.033919053088329126,0.03690429418667818,0.005865633963898057,0.02138046250878462,0.02652393805256247
a,0.14838667060590524,0.0974301127348106,0.4272328005394526,1.0,0.7961822571038015,0.345477570440812,0.2028843394986429,0.15909724044791504,0.08022872518117244,0.037874220003115265,0.028220510155284217,0.03107049727304642,0.044339833064823635,0.04784212368112262,0.045236872364417445,0.024412172984042232
a,0.055076083686846314,0.08244312711372609,0.4706591293889095,1.0,0.7176054803943338,0.14696188394797433,0.1593494645553905,0.2810447180833772,0.35042218986060664,0.24151452681202432,0.2270660297579328,0.1981731412079422,0.2037322739726055,0.18704173500064297,0.041290196255568,0.06821768511862024
a,0.02486718035807644,0.12082045619242021,0.5730596144404725,1.0,0.6270870323897714,0.3683033059351973,0.19405612985505938,0.07352288520871413,0.009834299965228107,0.030488295377892913,0.048536298111875875,0.04941868687004208,0.04285523332347851,0.04158985062463136,0.02647200704331296,0.012019335676485396
